// Angenieux, US Patent 2701982; f/1.1, 100mm
// scaling it by .5 to give a 50mm with nice vignetting/swirley bokeh
164.12	10.99	1.673	54
559.28	0.23	1	54
100.12	11.45	1.67	51
213.54	0.23	1	51
58.04	22.95	1.691	41
2551	2.58	1.673	41
32.39	15.66	1	27
0	15.00	0	25.5
-40.42	2.74	1.699	25
192.98	27.92	1.62	36
-55.53	0.23	1	36
192.98	7.98	1.691	35
-225.28	0.23	1	35
175.1	8.48	1.691	35
-203.54	55.742	1	35
